,coincode,transactionInstant,transactionHash,amount,n-transactions
0x043b49749e0016e965600d502e2177ca2d95b3d9,Radio Caca (RACA),2021-10-26 8:41:30,0x1e5fe0ddab57d78892460385349be8856c8d4ce9b8bc38936e219a46b6607097,"50,000",1
0x500d2faa051d68e92b02af105dbedb4f871dabf4,Pancake LPs (Cake-L...),2021-10-26 8:41:30,0x5c04085f0fcc7d6da990bcc444ea6133809ce2ca48ff11ae3b8fade004db0f4f,0.000077656765520867,1
0xe850b1aa4b3c705a6adb13edcf8c628e30a59af6,Shield Centa... (SHIELD),2021-10-26 8:41:30,0x5c04085f0fcc7d6da990bcc444ea6133809ce2ca48ff11ae3b8fade004db0f4f,13.876815110589895301,1
0x04b56a5b3f45cfeafbfdcfc999c14be5434f2146,Pancake LPs (Cake-L...),2021-10-26 8:41:39,0x1b773d379920e19b17e1d0fec1a0b4dda6cc3eef227a6877a6604d6c71250ea4,1.728238152785032044,1
0xd846539104ee20bee6229f83c97bdcb70dc3048c,debtPancakeR... (debtPa...),2021-10-26 8:41:39,0x1b773d379920e19b17e1d0fec1a0b4dda6cc3eef227a6877a6604d6c71250ea4,1.348895504291412132,1
0x52d88a9a2a20a840d7a336d21e427e9ad093deea,Husky (HUSKY),2021-10-26 8:55:53,0x42c56e074c199f41d44a8ee5a5999410ff6ce62e9a02bcb89ead4a75f92846a1,"6,483,369,885.179477278538824644",4
0x5466a1283ab1f85dc2b3969f2a454493e82d2abd,GodDoge.Org (GDGO),2021-10-26 8:42:21,0x7c3e34531e454b8f2fc7f57a0d417ca2464270b2d8d2f67e3d9eb1fd48d47e45,"188,867.809485682",4
0x3e29533c09db3fa3b24b30d761504eefacb22356,Pancake LPs (Cake-L...),2021-10-26 8:41:39,0xbac15950ad8afbbb1e7b08fc2442c983e97d9bfd5ce509c8412d975f45613880,0.000000216583843644,1
0x5b5a3a45002736413613b8a4c46cc0d9d1d6f4ae,Baby Moon Wo... (BabyWo...),2021-10-26 15:44:52,0xecec1bcc706ea71904507721737590acc4d84e1b3282e4b1760f5eb4d251dc5e,"1,218,587,560,447.211257008436,407,790,315.77595725686,101,978,273.18268667286,101,978,273.182686672320,952,645,763.2320,952,645,763.298,304,000,000",16
0xc5f0137ce42437d8f5ef25da110f7fd7386178ec,Farming Trav... (farmin...),2021-10-26 15:51:28,0x943172c4fc2caf6a978e65cef1c47c79ae8cd7288a5b42dcbaf3542a3e5a5290,"5,043.75670",2
0xfe1d7f7a8f0bda6e415593a2e4f82c64b446d404,Bull Perks (BLP),2021-10-26 15:46:25,0xb305b3a9baebcae5ef7c4a495c6e8867951acaeab8f99696425a852f8c97fd06,"1,0003,095.1743873335286753773,095.1743873335286753773,095.174387333528675377",6
0x5b1baec64af6dc54e6e04349315919129a6d3c23,DNAxCAT (DXCT),2021-10-26 15:54:55,0xc1e00ffe9f810637da2b7341f92b2fdcf69c85e5538f2f42fe0efb23f91ec3a7,"140.59257060598781963645.10330214823888114345.10330214823888114345.10330214823888114345.10330214823888114345.10330214823888114345.10330214823888114345.103302148238881143183.62001934309084947515.20558859212035266424,418.84120629991827512124,418.84120629991827512137,485.2402841063999780437,485.24028410639997804224.07994585602577577386.068034264810470064.04786633840636263277.1999288189414486679.177897590787111047",29
0x6cc280119bfa0e63ffa51d33076a5b4fa71231f5,Pancake LPs (Cake-L...),2021-10-26 15:54:55,0xc1e00ffe9f810637da2b7341f92b2fdcf69c85e5538f2f42fe0efb23f91ec3a7,"0.018069679566474250,00050,0000.17679376578319449",8
0x782f3f0d2b321d5ab7f15cd1665b95ec479dcfa5,Bakery LPs (BLP),2021-10-26 8:41:51,0x2715b385ff2a208f39153af14143a032cec587b8bf307412a4de701c01c7205a,3.83576321,2
0x5c838a43636de0fed1e844b45ea2e7660ef18f34,Vodra (VDR),2021-10-26 15:46:31,0x222a1b853ede36defbf122a15b3c553e6a639ee7eb0abf6438c8a7112a5b24d7,"80,735,587,825.99999377524129792178,513,101,525.000017557588017152111,744,793,452.000004231982481408111,744,793,452.00000423198248140813,076,722,667.00000024661170585613,076,722,667.000000246611705856124,012,810,936.000002669995360256124,012,810,936.000002669995360256124,012,810,936.000002669995360256",19
0x8d32605b25921b548eefccdabc11e46543597aa7,Bwitter Toke... (BT),2021-10-26 9:11:26,0x378caf164fefd68bd408d3c4e021a5bf9cde8ec9390962d8f416b1277fff739a,"717,637.825",23
0xfe82eff54a58c21ffc9523c4998d5dad84dcbd50,InfinityPad (INFP),2021-10-26 15:57:13,0xae1bffaaaa9283f1b08ea3041978ba9a56388500b743fd10d559424209b6b44d,"65.62835912502877170923.58763316284273566723.587633162842735667255.6938609279044871632,571.9267504891933534912,571.9267504891933534915,120.992678922155899552,520.74893490999031560925.462110453636265814103.90021588935810311624.750.254,912.639476384629791428",22
0xa9db46d33eca234ebcb0410b00471c40957ce51f,ShibaInuBonk (SBONK),2021-10-26 8:41:51,0xe92683d45824fdb3d2a8d69e31a87306a4c530e94c7cd61a3dc10bb9c2b23eae,"277,766.965825899830519906",2
0xa5e5193bc78ffdea28f9803480a671499d1891b5,HarpSeal Tok... (SEAL),2021-10-26 9:09:05,0x2053ab3918e87f6b24cf149626eea355dbf0996eca1ecb144a2e52d1297260cc,0.177921897770823016,11
0xda6802bbec06ab447a68294a63de47ed4506acaa,CrypterToken (CRYPT),2021-10-26 15:41:28,0x795aed4dd1f50262bbd5be619d1c093678f21f01f9680e1c17ce30524fe27f51,"5,115,748,646.9212748593,277,560,192.438934151366,872,821.4168943192,040,113,612.936541889",9
0x1b62dced451247266ce28a663084402d17845a92,Pancake LPs (Cake-L...),2021-10-26 15:56:28,0x3e2a3db12686c5e6651878b7d9395c3ed192a7d45a900646a032d8bb8dacda69,"2,261.8516196075426981442,218.0999095624072087932,218.0999095624072087932,218.0999095624072087931,490.48251971238283115",7
0xc7b7844494c516b840a7a4575ff3e60ff0f056a9,MechMaster (MECH),2021-10-26 19:14:58,0x2eb4cb2876129b3db0fe03f247ec057f7d507a88f6d4858ad4df82ced069e7a4,"10024.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.54789784044520202124.547897840445202021256.94443776690545103225.006830596006954511650.327748718559560864650.327748718559560864650.32774871855956086455.817378079671199009151.353650139466974458151.3536501394669744582,073.2201624336450266042,073.220162433645026604149.615371162563284857103.0681486042052767745,016.815651027251390817",41
0xd301fc0f091d87f59db47e0c7255c967c55cdd96,The Rocks (THEROC...),2021-10-26 15:49:46,0x2c4dcdcb2bad151f7dc9b7fc8af91421ee751513cc7d048715b682e9ccb14549,100225.625674.259451678,3
0x8c88699ef5ada1e5bedff7a4590aa346abd3536d,PAPPAY (PAPPAY),2021-10-26 15:24:47,0xf050870179d62752675d1013a9c5eed1b2426399b96be40f8a1e5e49dd309fee,"9,254,9642,771,834.277373975366284115",7
0xf95995d642c652e9a7d124d546a7bdf297c6d0fb,KLend (KLT),2021-10-26 8:41:57,0x8421c7847d557f01ffde358c756475719121214bdaa20bbc0db5129c9d9c4289,3.862742130763285866,1
0xbac4313d7f908c9a657b58b5b42f0f7713a3990b,ApeSwapFinan... (APE-LP),2021-10-26 8:41:57,0x9e7100351fc99a1760ceb6d24fcbb7c342a9694871c94c1898ffac4be43b1096,149.933241715949791292,1
0x0c16eb01908aa99c78a62f9e1732c1927c2dfb25,KINTAMAN (KINTA),2021-10-26 15:57:01,0x6b7ea63bfd7737327d47a2983f5dfd3e1757cbc0683a7263ca2028993333dc96,8.159968324296978373.8986948259107152894444444444444444444,34
0x33f93897e914a7482a262ef10a94319840eb8d05,Bunny QBT To... (bQBT),2021-10-26 8:52:29,0xfa476691276a42313fbac78f44500523a0d807410801efc0155065bdc7d96292,124.229273839313459767,5
0xf65c1c0478efde3c19b49ecbe7acc57bb6b1d713,ApeSwapFinan... (APE-LP),2021-10-26 15:23:02,0x97ffbcc2ba33fa6ad58938576969204ee3660b5046e871598a8a1e3a73c25a19,014.174599401708047199,9
0x824eb9fadfb377394430d2744fa7c42916de3ece,Pancake LPs (Cake-L...),2021-10-26 8:42:06,0xbb0e54a3e78514abd16190f2171c2cf81ab502d27181978f0aa4958b096ffe5f,774.879310390764317887,2
0xfa340272a4e8e5a3fbbb3cabfb1a898b25b3b91c,Phuoc Loc Ca... (PLC),2021-10-26 8:42:06,0x5ea29909c02ba70cb5a9edb4ef1d80d89c5f95476ee37f1909f739eb82645545,38.88888,2
0x4aad6a01068c2621545d087a3c5281837112585b,MADAGASCAR ($TIME),2021-10-26 15:56:01,0x14d8464f675fcb4a65aed1f8d89b339637e651637874df37c548cf733472833f,"12,157,710,983.3611780221,270,045,205.485062761,270,045,205.48506276",9
0x1f91c1f32fb4b63099ade3dde4c9d5f4d333115f,WildDoge (WildDo...),2021-10-26 8:42:09,0x7fd445c7f4d5942ee7c8520eab14a1e7f0ea4321365b9ea9f7e13a00f27d976f,"631,514,899,149,399,000,000.833559...",1
0xf55902c906368524a10a1b5e04e2741bc16dc15f,BITZilla (BITZil...),2021-10-26 15:51:58,0x14f1683914e23debe3c639dad6dd037fd64a7d7f5af40e27007ea40ac30e8385,"836,872,794,668,829,000.834933628758,121,317,598,189,000.520805638",5
0x1c796c140de269e255372ea687ef7644bab87935,Defi Monster... (DMLG),2021-10-26 21:30:18,0xf282207314691e47cc71cebf89ec54d2a5f427703eacf7fe86466b988b00762a,"19,457.0082749946988938211,533.635305319068988831,533.635305319068988831,533.635305319068988831,533.635305319068988831,533.635305319068988832,1122,11282.8042059938172491275.152490306644510868",13
0x9e511f83dab1990f341760b462d9af27234786ee,Elephant Swa... (ELE),2021-10-26 8:43:12,0xf1d56200d9e7f8cfccc5a80dd28a0f53dd8e0b5ac156fa6b66ef9ef34e65fb27,8,3
0x94ba46cc96a760de073c33273b529b7e29a87316,(),2021-10-26 8:42:12,0x698a86b41db29924768d8725c35c172835d3969cd4d90fe042104b65defa5754,"100,000,000,000,000",2
0x2cdc833216d5f76b89e51b66297da0bc2ac4fa7a,SquidGamePro... (SGPro),2021-10-26 15:56:40,0xf9153dd152fe9b0236599f3bdd3b141472515fac9989133cff7772def9d25f8b,"1,852.97451225761892094915,732.555129427925953864449,501.575126512170110413202,252.59281026114289949390,615.598752265618113973239.1763534.16805",21
0x9886178b3162e44f66b66a23dba35ee240a60d15,Chingari (GARI),2021-10-26 15:54:31,0xe25e930e905078323206457d86ad7005837df8b438d724a4418e2b01b7cf8898,"87,536,551,812.00000334558553702439,342,735,715.99999966165283635239,342,735,715.99999966165283635239,342,735,715.999999661652836352123,847,326,974.999995949097418752123,847,326,974.999995949097418752",9
0x99bf9cc0154655c5e913b752984a92ad391afe32,Pancake LPs (Cake-L...),2021-10-26 15:49:22,0x9e7a011f79e21c79ef47dff594e78efd744d2f49c08fe1f890c664b4c99ff848,0.0006216554465006960.001276835233717470.0002199919212759050.0002199919212759050.000035525097331477,14
0x5313d889e8ed53e0e734361b0f0aa737dd4df650,HAM_Dividen_... (HAM_Di...),2021-10-26 15:57:16,0xb738642302da0d83ec74f39602b4fa20d9693d37aa41590dc4d2856b11e15adb,"52,235,210,0003,000,000,00056,510,919,059.060139756,510,919,059.0601397100,000,000100,000,000416,793,795,248.173193449,943,384.3898901361,8154,600,000,000",18
0xab15b79880f11cffb58db25ec2bc39d28c4d80d2,StarMon (SMON),2021-10-26 15:56:34,0x0e73bc110404acadff315d68c84ab76447d82dd628c7f9abf12e3bc10f04fb8a,250221.36859970318663728263.82349400966058348354.29379729782330057722,16
0xc2098a8938119a52b1f7661893c0153a6cb116d5,Rangers Prot... (RPG),2021-10-26 15:54:19,0x52e6221e300409ca7a45fe292bd4ea42967104523783e8709808548a52cda1f2,0.50.50.50.50.20.20.20.50.50.50.50.50.50.50.5,35
0x67308c45f188b996a9c3b29d8d6cf285fd5a7555,Axoni.com Fi... (AXONI),2021-10-26 8:48:56,0x9c8d837659de5530f80ceccaa9f87618ea58c9ec49be62d5a09b9de3a25e4128,"4,334,514.824002602692853262",6
0xa349fd455a457467d31ca8db59052daebbbcc108,Gravis Finan... (GRVX),2021-10-26 15:56:10,0x7b295069d3fb90e365ae7a14636e02e2663951608c9ae089bd4acbed5466ab44,"920.4951871002023257233,61527,50027,50027,50027,500165,000165,000165,000",20
0xf70c14ad93905f39ee3df2d4fb92b87c31d779e0,Mini Cardano (MADA),2021-10-26 8:42:21,0xb9da9bae970e0c5c1a7b326986d4e6fce68b3befc6bd42ec5d13de2c1d587d8f,"15,000",3
0xf9f9859f1f6c61f9013bdc9c87b6b520555080bc,KISHUMALEBRE... (KMBT),2021-10-26 15:51:46,0x8203a6e9575f2c70c9cdeb39ec585a933a613781f74d1da84df26a398daef143,11111,10
0x47fd00664661058546fddada3eecc9f2cd41020e,MINIKISHU ($MINIK...),2021-10-26 15:48:40,0xf87b319bf5b8c9945c78de50cce62dbafac16b21c6713fe781e40d5ab4827571,"129,830.39753744550,000,00050,000,000",17
0xfa31d23c34b6cbb3d060deb8bb7e7457aef082e8,ReBaked (BAKED),2021-10-26 15:50:16,0xde4e2734b797558fc48dc192f4d52309a044efd79348cb92a3658939e620e406,"118,095,117,801.99999723905063321647,492,096,748.99999812632759500847,492,096,748.99999812632759500842,833,460,344.9999968408122163242,833,460,344.99999684081221632",7
0x1f878d0bccd3d502ff55f7a4797c556f103d6e4b,Squidanomics (SQUID),2021-10-26 15:26:32,0x559f41c7d4acc3ea8c7628093ba04f7428253e50688a0fc43cbd07009b5e13f4,"13,466,803,645.136828,834,508,129.45628,834,508,129.456271,072,745,375.6608269,517,489,825.0237269,517,489,825.0237",9
0xe9c64384deb0c2bf06d991a8d708c77eb545e3d5,Ridotto (RDT),2021-10-26 8:42:27,0xf20389c0dcd550315bbc719d94ee50bb0fcd84c1886c93b156bd1b69a373d86a,"7,808.035096908755356024",2
0xfbb4f2f342c6daab63ab85b0226716c4d1e26f36,Coinracer (CRACE),2021-10-26 15:56:37,0xe25d44b64e018e756a99a7d81da37957e2730e66adb5674f269168277ae8e1f5,"2,10014.96568389048129269614,792.85316427459811300714,792.8531642745981130071,427.21203961297201512722,888.8325185641540172573,017.0736010943758615515,034.7529324231387051695,034.7529324231387051692,082.5533819618507655163,640.1862951061158717173,640.1862951061158717173,640.18629510611587171746,802.51828869377952743546,802.5182886937795274351,510.148071089934462006324.87971130033100267302.2755123988380694847,766.8832908980547420957,766.8832908980547420951,574.0561672900247155691,574.056167290024715569",40
0x0c564c038133589f00c452a8f27ec859a7f4eb6b,Pancake LPs (Cake-L...),2021-10-26 8:52:29,0xfa476691276a42313fbac78f44500523a0d807410801efc0155065bdc7d96292,1.676716459167388286,4
0xd4d2abbef1b26458504e7027233d5e7f09ea476d,MoonWilly (MNWL),2021-10-26 8:42:30,0xf8e22fe0f073f64a93fcff6858fcf93c5799af315ca09d9503ac362b6439ab4d,"1,212.976293",2
0x59e0e7e0017fff97057bbc372bc87267e3081741,ELOMON (ELT),2021-10-26 8:42:36,0xffeb6ceb59ae663f601a468b1e0f2efe6eca74191001aed09ad9bf5f68888e3f,"248,137.41464446",2
0x4be63a9b26ee89b9a3a13fd0aa1d0b2427c135f8,XCarnival (XCV),2021-10-26 15:55:40,0xd055917be01e462827a4aaa34e6908eab416a37e9de3922770660340fb4b7084,101100114.5062889635035375383801805.90781284836038875.90781284836038875.9078128483603887,26
0x5e462491bdc5690d14d3695e1e69b903d65223d2,DPET Staking (DPETS),2021-10-26 15:54:01,0xc3ae1f857030413a2e5703ecb1efc8fb128f9c0a176c5eebd5fc94c1f4c845b0,1111111111111111111,35
0x78a499a998bdd5a84cf8b5abe49100d82de12f1c,JOJO (JOJO),2021-10-26 15:41:22,0x744f3cfe8d205a9478bdf35608547bbf591d9cf147a6da030dfaf09c12253bfe,"260,304.05091674582,80082,8001,62021,304.54907101482,620.982,620.982,620.946,156.116361476150,876.64560606,000,00017,538.453916,262.92998",37
0xfcb520b47f5601031e0eb316f553a3641ff4b13c,lizardtoken.... (LIZ),2021-10-26 9:04:56,0xfdf1d96c5d92b7a16b9a40aa0a15444cb19562d8b923a0cd550697ec2fcdf1dd,5.61824002,25
0xe4386468e0bcd936d8178fe093959b8b1c53e2fc,Pancake LPs (Cake-L...),2021-10-26 15:24:47,0xf050870179d62752675d1013a9c5eed1b2426399b96be40f8a1e5e49dd309fee,1.564886832657498372401.036786422182997603,4
0xa28922e2acc9d83d9d49a84de03c773cc9c80e73,CBTT (CBTT),2021-10-26 15:39:52,0x766b26a7bbc80a892848e431ed651ff0032a50ddeb86810480f86358a56e3031,0.24210490.06315780.2105260.2105260.21052648.4498560751.019996970.09999985,14
0xe62a9bc6ede534e18dd2793dcaf5a2b6df112180,Lisprocoin (Lsp 20),2021-10-26 8:49:23,0x7f87b3932211632d3a0cb95b0f1f8ccee61a056271e62765585c4bc1b124f7f5,240.844868863641550353,5
0x32a9d813275dd8accb15be399fab3bdae7abb185,Pancake LPs (Cake-L...),2021-10-26 8:42:42,0x5c732542a7179ebdc2e82a043c7ca0fd3871431bf3fbe1b91739b607a5ac8cbb,65.467373363502684987,1
0x033fc4ec65a22d29a87631e5fed9616a0d343f42,MetaDubai Co... (MDB),2021-10-26 8:50:26,0xc657f389a488a37231e2c5792c2cc5684717e5daa1a5b9baca341debfdd6684e,"4,847,197.133840011257766278",12
0x6a3ee909cee12435137dc13907f7a82837dc8b0d,MDB_Dividen_... (MDB_Di...),2021-10-26 8:50:26,0xc657f389a488a37231e2c5792c2cc5684717e5daa1a5b9baca341debfdd6684e,"27,467,450.425093397127342243",12
0x65944d2802b942e26044dab5713e2b693b39d922,Mini Cardano... (MINIAD...),2021-10-26 15:56:13,0xd1022cd0bc61bd3f4ccc352bfbe15a817494c296467b948333df96598867c90a,"96,415,011.2037788286,474,090.631145523",6
0x7ab6eedd9443e0e98e5ea93667ca5b250b8dda51,wGOLD (wGOLD),2021-10-26 9:12:41,0x00fffbd5b7433b92c48158ad302d0d117848d4cbec647e4e3bb15d62367ab04e,285.978497993841977848,5
0x2c6107c27a15d2c7f397d88d76257ea42c12f89f,wLAND (wLAND),2021-10-26 9:12:41,0x00fffbd5b7433b92c48158ad302d0d117848d4cbec647e4e3bb15d62367ab04e,0.5,5
0x6911f552842236bd9e8ea8ddbb3fb414e2c5fa9d,Synapse Netw... (SNP),2021-10-26 8:42:45,0xbc8ed45f7095090a47c44ec03faaf5435ce37b9c35373e9c308b90b3c2da95d6,"1,274.427513181911",2
0x0c251e67d41efc33a9d3264a5492f63f743ca87c,Shibanomi (SHIO),2021-10-26 15:31:43,0x324b4ae7962c945a3edac860fa409075a418fc465414f1f5b1565f9b39e17e42,"26,688,097.11196295622,407,226.35783862622,407,226.357838626",4
0xfa2630eea0602e599c3a9eb4b6d875c050dd298e,SafuDev (SDEV),2021-10-26 15:45:46,0x7a3b511ecb34833b386bc8501fe6f1f7e519786cecc85b1e46f240e9accf6e05,"7,050,00035,061,412.605438838620883029",2
0xe9c7a827a4ba133b338b844c19241c864e95d75f,FileSystemVi... (FSV),2021-10-26 9:06:05,0x5c547efb38c01e81ecfadcb6fd342595041d71324eada9a0130968c4e61d5d82,460,3
0xa68d1d59822765cc2edbdc4640a1b6313c69c18f,USDxc Stable... (USDxc),2021-10-26 15:53:46,0x7154618e7c7e079d6a09cf911e028a9fa2bf17f97fe759099f14b9abb1d32dff,"6,8005023003004,002600221,0001,0003201,0001,0001,000696696696660660660608",24
0xcc9d680071a52f2710f9b3344dc34bf644fc4ecf,Pancake LPs (Cake-L...),2021-10-26 8:57:38,0x9c3a3c8422c3e91db51010dc002424d7abe938ff3bad9f5dbf256593bb86f1dd,2.181871027644109587,3
0x19b99162adaab85134e781ac0048c275c31b205a,Marnotaur (TAUR),2021-10-26 8:57:05,0x5182702f01f29857a6cd2b61240fb8eed806219be48c69c70c28ba2b55e4bfc6,572.498145141962366822,2
0x25a528af62e56512a19ce8c3cab427807c28cc19,Formation Fi... (FORM),2021-10-26 15:30:13,0xebf071154f040363cb9abd2639f1f4a431e3627f400cd37a143991e69110b928,75.63881.45888230825096684,16
0x27e873bee690c8e161813de3566e9e18a64b0381,Leon Token (LEON),2021-10-26 15:56:49,0x850c4efd20b0d9aa14a266396edb9a6c554d3c4dee49e784a7018344830742ed,"201.2147810384787414261.14327849452596891613,277.54533750490455323213,277.54533750490455323213,277.545337504904553232624.313169808882419532624.313169808882419532624.313169808882419532624.3131698088824195325,177.854956324369972171150.0034404458817862792.735585514194483887",23
0x48cbc7f87c657fea3b297f658a5133a5deef9b04,MiniFlokiADA (MFLOKI...),2021-10-26 19:12:19,0x8c97e0d1ade710b5df33757398c0af21bea2be2cd74124a6dc91631da522ea36,"1,723,042.06857914616,326,963.78926624224,577,281.6424220252,674,181.974922256",10
0x860b771ec2d0e8ecf3e2315aad7a24ba3228d968,Pancake LPs (Cake-L...),2021-10-26 8:42:57,0x99dc729af49c383a6be1abee1411f751fefb6167cef4aa2e473ac028e81a1ebf,13,4
0x158befde95a3b2b5c915d04b0fbeefb1a542ca53,Pancake LPs (Cake-L...),2021-10-26 15:39:01,0x384e51ccef2d90a187647a00c32d4c6909620951abd912a03f279ae919a67556,0.0000422714091533880.0000103692162005680.0031867424277466020.0000103692162005680.0000103692162005680.0000103692162005680.0000103692162005680.0000103692162005680.0031867424277466020.0031867424277466020.0000103692162005680.0000103692162005680.0000103692162005680.0031867424277466020.003186742427746602,19
0x4445138f933b9d2608559acd2c34412657605989,Battle Hero (BATH),2021-10-26 15:56:10,0x68db149b6da84549384f5b317a894395dfc1a248abf412f745e9b184f488c3b5,"182,992,508,214.99998939930794393677,435,015,405.99999822243771187226,724,841,206.99999941760437452826,724,841,206.99999941760437452826,724,841,206.999999417604374528",12
0xd636ea3609615ad8aa667509c50946098454ead2,Fins LPs (FINS-L...),2021-10-26 15:28:05,0x226af8967b5653fe125026bab99b111a5374fe5c0bcc65a921ba6cc37d0e2004,"0.1631014587973664541,928.536780123665465879",3
0x14b5a6d26577970953f9e6608d6604e4676ac5b7,Fins LPs (FINS-L...),2021-10-26 15:53:13,0x66597783326b0e90d6de53c5b5e1138ae4480efbc3f6f5f0dd532d4c0de6ac91,0.0000458426868436780.3665789182755089850.000707513550093250.01209624727653041591.79199207429743353937.9833366510043924460.1343675218256748170.8160.8160.79778172772485852,19
0xa63e32feefc6590bbf869070fd2e706eb7881bd2,Pancake LPs (Cake-L...),2021-10-26 15:56:07,0x854b5a51988996e39a7971280832694e9232bcd1f1ed23c8d7532e22b2171297,0.0000181028376814380.0009335845148602710.0009335845148602710.0000084108860708170.0000084108860708170.0000084108860708170.0000084108860708170.0000084108860708170.0005550642263844080.0000084108860708170.0000084108860708170.0000084108860708170.0000084108860708170.0000084108860708170.0000084108860708170.0000084108860708170.0005550642263844080.000090157614010130.0001280722250738370.0001280722250738370.0005594175633091780.0016543810672232590.001654381067223259,36
0x8965349fb649a33a30cbfda057d8ec2c48abe2a2,USDC (anyUSD...),2021-10-26 15:26:35,0xfcd8dd50792435b9668313bd2252d6744e269582ebb03514ed61649dcc40f889,"250,0002,125.1",9
0x15e01b42efbf11989b7039aee063f21e05b9fb8e,Musk Proof O... (MUSKPO...),2021-10-26 15:31:58,0x8883fb4039c4881edaa4fa3132c776cc3d8fa9636b899e2cf576158f28e35c27,"4,163,890.4759092086717943900",8
0x36a0c612f986a0b15e665f574d971bad71998977,Pancake LPs (Cake-L...),2021-10-26 9:11:20,0xd32dc614a40fa757c810c81d95b692323dc1fa2dd9780af157f1c22d582a4bd5,0.016093916854482058,3
0x99727ea14b59129c7c013362679021302807b805,HEXSolana (HEXSOL),2021-10-26 8:55:02,0x8dfb10d253470e61fa11da3c23672f5f0f214bbef6858859669854071c35ca14,"800,000,000,000",14
0xf57a243b2d4a93554794320cdb132b1adfd71499,AstroShibaIn... (ASSHIB),2021-10-26 8:54:17,0x6dc727d04a732f7625593e618c78940e33b192ef905b14d16752d8200d3365a3,"26,405.98417641",5
0x8173ccc721111b5a93ce7fa6fec0fc077b58b1b7,Hobbs Networ... (HNW),2021-10-26 15:53:01,0xbd3093b8503fda79bf6a785ee65dd89e0121b4a739b3b33f230adab040611989,67.0179882806604050370.709951492579262422109.29232007553602062153.25212233316425741351.966461381440913176,7
0xaf4f67a1ed4fb3952ae3df84ac2ca190e37a43f1,HNW Staking (xHNW),2021-10-26 15:39:58,0xcf65e8c366eebb7beb8ed7dad27217c38b960f2a0b09965a825fc43ee52d1542,121.599999999999999999107.694569391095072428,2
0xfdc5d0df0142a26fddd6381deb8c871836630f18,HOGE FINANCE (HOGE),2021-10-26 8:43:03,0xd8e10b18e6dfb5ef1a579647804c4681a13038b52b5e01ecb4e660bd8b0a140d,"802,502,313,910.620174827",1
0x830f7a104a3df30879d526031d57daa44bf85686,iBNB (iBNB),2021-10-26 8:43:03,0xd4d19f8c68b8fc2b1a1fd03c4b085175d685ccf9fa2945334e2a6af878751406,"8,189,441,192.386034217",1
0x083cfa6ecd80bbdcd295ec2046207c53dcec1645,Punk-BSC (Punk),2021-10-26 15:30:55,0x2805e5e9223c3c97b2b2c144519b7d7aac545cb76534df38c76f12de13274184,942.137826588184334373,2
0xf4cea4f9f0e3db2dd75ea39e3d612ceb24720614,GodzillaMoon (Godzil...),2021-10-26 8:43:03,0x8e6ca494905449da30db26b164e0469e323af7636175a592f95efaf502368367,"489,043,265,060.999285349",1
0x176f3763aca63d94b5883b3e1a6edaf781cd2de6,Pluton Chain (PLC),2021-10-26 15:49:55,0xfae7e1b1b33cdce8070613584dfc5097c043482c2e96bf02e739fde6950a8b7e,6.053748236017.5077910710000000000084.1317178510049.3279444420196.2345891370000038.45359832114.23795696614.237956966000,39
0x5c58ba65fab08e30affb727b263089dee57a8c7a,Pancake LPs (Cake-L...),2021-10-26 15:57:01,0x12c46b6fb8e583c50f7e6bb4a4451bcbe7865fbe2bab28e5c735223842613256,0.832918826864025162.419671880957072592.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.5316902211883900952.531690221188390095,38
0xb8edac7f7de2e910e8bbadabbcbdd4ad0c03dea0,SUB (S),2021-10-26 8:52:17,0xaa8c7fab6d959c39736b197f6dec7f25a735ada41cfaf78bbf42e565894a9339,0.023971,3
0xe5c1d157e35e363289e2b413e2344fffd82569d3,Pancake LPs (Cake-L...),2021-10-26 9:07:53,0x03c85e425330024a85812f7a2c2b5f91a7f7c8a5506c1617c3ad909695631574,203.278058371419663805,2
0x1700c5fb83aec318ccd2f855c2e44284758ce08d,Hero Bet (HBET),2021-10-26 15:50:07,0xa5979d46f9cb6220a7066d79707ed94d191456f79bad71ffaa030e29e54d16c3,"15,776.364936616,502.509345116,502.509345120,00020,000",28
0xed8711feff83b446158259981fd97645856e82a5,MoMo Mystery... (BOX),2021-10-26 15:54:46,0x6ddf878635f3ea3f0931f24bb60b3eec5e4923b36d78cdc9c39ab7eecd3ab436,11111111111111111122313335123,37
0xc67a54d5e08e59fb70dd29d81350c6ff4562d544,Sheep Swap T... (SPC),2021-10-26 15:54:52,0x78abf9ca00989068292129831c05e72b081d25a299c4701d04316e31d3257e78,033.218435595169898401515.701262846152817507515.701262846152817507515.70126284615281750716.77952546182606434321.93713185224299684621.93713185224299684673.60522720841898979210.4885330311261321650.01004047988508832,33
0x60c9bd6eee0a911b987a749f0db0f24d79bcdcf5,Pancake LPs (Cake-L...),2021-10-26 8:43:09,0xb69f4f8e4b1263ee762914264a9b9f67295ed99a3cd6974d3107beef2e0a25ab,0.000101624109889489,1
