Unnamed: 0,coincode,transactionInstant,transactionHash,amount,n-transactions
0x1957f7dda33728c2a5bf003179c1a8ed0b8445fa,KODI_Dividen... (KODI_D...),2021-10-25 20:54:38,0xad68f5827355fa2d79a14dfd9d7694d106598e8d2d7349fde9bfa8ca838e630b,"1,016,455.167373006235345535",2
0xa4b6573c9ae09d81e4d1360e6402b81f52557098,COR Token (COR),2021-10-25 20:54:38,0xc7c56843dabf9b09222ee0c04f9a585cf9053a17a197149a31912f7229d0a37f,"4,957.010997950006951936",2
0x9edf9818bfaad824dfe739071112a2881d431667,Wild T1mes (T1mes),2021-10-25 20:54:38,0x4065ea80d96be052931494fd87009caafe5c72097d9533ba245be2240361cf93,"930,430,351,085.694424577",2
0x5ceb2848c0a2e4129811214dccb1eeeb25cb7062,Pancake LPs (Cake-L...),2021-10-25 20:54:38,0x4e8a95e5d87ef2749883172d6dff7687acc98787b760d2265989d49fb4d7e427,0.002614056264578469,2
0x6fcf435d987d83af28797e3c507ed9942aa2b936,Wild $T1mes (Wild $...),2021-10-25 20:54:38,0x4e8a95e5d87ef2749883172d6dff7687acc98787b760d2265989d49fb4d7e427,"145,833.333333333",2
0x87292bb9eddfa11c17cbafa7db1c0e0f9baeafd2,TeslaTrillio... (TT),2021-10-25 20:54:38,0xf6aa056aeefdab34e923e00e90327b97a62f643e22b5d8dd8d8e9d5507575b63,"639,971,655",2
